rank,finalWorth,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,lastName,firstName,title,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
1272,2400,Jerry Yang,54.0,United States,Los Altos Hills,Yahoo,Technology,United States,Yahoo!,True,D,M,Yang,Jerry,Cofounder,California,West,1968.0,11.0,6.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1272,2400,Yang Jianliang & family,53.0,China,Wuxi,Machinery,Manufacturing,China,,True,D,M,Yang,Jianliang,,,,1969.0,6.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1272,2400,Yang Weidong & family,54.0,China,Jiaxing,Chemicals,Manufacturing,China,,True,D,M,Yang,Weidong,,,,1968.0,9.0,9.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1272,2400,Mortimer Zuckerman,85.0,United States,New York,"Real estate, media",Real Estate,United States,Boston Properties,True,D,M,Zuckerman,Mortimer,Chairman and CEO,New York,Northeast,1937.0,6.0,4.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1312,2300,John Armitage,63.0,United Kingdom,London,Hedge funds,Finance & Investments,Ireland,Egerton Capital,True,D,M,Armitage,John,,,,1959.0,12.0,1.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
1312,2300,Lee Bass,66.0,United States,Fort Worth,"Oil, investments",Energy,United States,,False,U,M,Bass,Lee,,Texas,South,1956.0,5.0,24.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1312,2300,John Bicket,43.0,United States,San Francisco,Sensor systems,Technology,United States,,True,U,M,Bicket,John,,California,West,1980.0,3.0,20.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1312,2300,Sanjit Biswas,41.0,United States,San Francisco,Sensor systems,Technology,United States,,True,U,M,Biswas,Sanjit,,California,West,1982.0,1.0,12.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1312,2300,Timothy Boyle,73.0,United States,Portland,Columbia Sportswear,Fashion & Retail,United States,,True,E,M,Boyle,Timothy,,Oregon,West,1949.0,9.0,7.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1312,2300,Morris Chang,91.0,Taiwan,Hsinchu,Semiconductors,Technology,Taiwan,,True,D,M,Chang,Morris,,,,1931.0,7.0,10.0,,,,,,,,,,,
1312,2300,Chao Teng-hsiung,78.0,Taiwan,Taipei,Real estate,Real Estate,Taiwan,,True,D,M,Chao,Teng-hsiung,,,,1944.0,10.0,4.0,,,,,,,,,,,
1312,2300,Samuel Chen,73.0,,,Investments,Finance & Investments,Taiwan,,True,N,M,Chen,Samuel,,,,1950.0,1.0,1.0,,,,,,,,,,,
1312,2300,Chu Lam Yiu,53.0,Hong Kong,Hong Kong,Flavorings,Manufacturing,Hong Kong,,True,E,F,Chu,Lam Yiu,,,,1969.0,12.0,1.0,,,,,,,,,,,
1312,2300,K. Dinesh,68.0,India,Bangalore,Software services,Technology,India,,True,D,M,Dinesh,K.,,,,1954.0,6.0,6.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1312,2300,James Duff,62.0,United States,Hattiesburg,"Tires, diversified",Diversified,United States,,True,U,M,Duff,James,,Mississippi,South,1961.0,3.0,7.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1312,2300,Thomas Duff,66.0,United States,Hattiesburg,"Tires, diversified",Diversified,United States,,True,U,M,Duff,Thomas,,Mississippi,South,1956.0,12.0,31.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1312,2300,Daniel Ek,40.0,Sweden,Stockholm,Spotify,Technology,Sweden,Spotify,True,D,M,Ek,Daniel,CEO,,,1983.0,2.0,21.0,110.51,1.8,"$530,832,908,738 ",67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
1312,2300,John Fisher,61.0,United States,San Francisco,Gap,Fashion & Retail,United States,"Pisces, Inc.",False,D,M,Fisher,John,President,California,West,1961.0,6.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1312,2300,Georg Haub,61.0,Germany,Berlin,Retail,Fashion & Retail,Germany,,False,U,M,Haub,Georg,,,,1962.0,1.0,1.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
1312,2300,Erman Ilicak,55.0,Turkey,Ankara,Construction,Construction & Engineering,Turkey,,True,E,M,Ilicak,Erman,,,,1967.0,10.0,3.0,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
1312,2300,Justin Ishbia,45.0,United States,Chicago,Private equity,Finance & Investments,United States,,False,U,M,Ishbia,Justin,,Illinois,Midwest,1977.0,9.0,18.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1312,2300,Long Jiang,49.0,China,Weifang,Manufacturing,Technology,China,,True,U,M,Jiang,Long,,,,1974.0,2.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1312,2300,Bruce Karsh,67.0,United States,Los Angeles,Private equity,Finance & Investments,United States,Oaktree Capital Group LLC,True,U,M,Karsh,Bruce,President,California,West,1955.0,10.0,10.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1312,2300,Bom Kim,44.0,South Korea,Seoul,Online retailing,Technology,United States,Coupang,True,D,M,Kim,Bom,,,,1978.0,10.0,1.0,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922
1312,2300,Jianping Lai,,China,Foshan,Soy sauce,Food & Beverage,China,,True,D,M,Lai,Jianping,,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1312,2300,Lam Kong,58.0,Hong Kong,Hong Kong,Pharmaceuticals,Healthcare,China,,True,D,M,Lam,Kong,,,,1964.0,6.0,15.0,,,,,,,,,,,
1312,2300,Stephen Lansdown,70.0,Guernsey,St. Peter Port,Financial services,Finance & Investments,Guernsey,,True,D,M,Lansdown,Stephen,,,,1952.0,8.0,30.0,,,,,,,,,,,
1312,2300,Kevin David Lehmann,20.0,,,Drugstores,Fashion & Retail,Germany,,False,D,M,Lehmann,Kevin David,,,,2002.0,9.0,1.0,,,,,,,,,,,
1312,2300,Li Haiyan,,China,Chengdu,Restaurants,Food & Beverage,China,,True,U,F,Li,Haiyan,,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1312,2300,Hua Li,45.0,China,Shenzhen,Financial services,Finance & Investments,China,,True,U,M,Li,Hua,,,,1978.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1312,2300,Lim Kok Thay,71.0,Malaysia,Kuala Lumpur,Casinos,Gambling & Casinos,Malaysia,,False,U,M,Lim,Kok Thay,,,,1951.0,8.0,16.0,121.46,0.7,"$364,701,517,788 ",45.1,105.3,76.0,12.0,38.7,32447385.0,4.210484,101.975766
1312,2300,Kishore Mariwala,88.0,India,Mumbai,Consumer goods,Food & Beverage,India,,False,D,M,Mariwala,Kishore,,,,1935.0,2.0,14.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1312,2300,Clayton Mathile,82.0,United States,Brookville,Pet food,Food & Beverage,United States,,True,E,M,Mathile,Clayton,"Investor, Philanthropist",Ohio,,1941.0,1.0,11.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1312,2300,Mi Enhua,65.0,China,Urumqi,Retail,Fashion & Retail,China,,True,D,M,Mi,Enhua,,,,1958.0,4.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1312,2300,Vadim Moshkovich,55.0,Russia,Moscow,"Agriculture, land",Food & Beverage,Russia,,True,U,M,Moshkovich,Vadim,,,,1967.0,4.0,6.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
1312,2300,David Murdock,99.0,United States,Ventura,"Dole, real estate",Food & Beverage,United States,,True,E,M,Murdock,David,,California,West,1923.0,4.0,10.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1312,2300,David Nahmad,75.0,United States,New York,Art collection,Fashion & Retail,Monaco,,True,U,M,Nahmad,David,,New York,Northeast,1947.0,4.0,14.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1312,2300,Lirio Parisotto,69.0,Brazil,Manaus,Investments,Finance & Investments,Brazil,,True,D,M,Parisotto,Lirio,,,,1953.0,12.0,18.0,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
1312,2300,Augusto Perfetti,,Switzerland,Lugano,Candy,Food & Beverage,Italy,,False,Split Family Fortune,M,Perfetti,Augusto,,,,,,,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
1312,2300,Giorgio Perfetti,,Switzerland,Lugano,Candy,Food & Beverage,Italy,,False,Split Family Fortune,M,Perfetti,Giorgio,,,,,,,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
1312,2300,Alberto Prada,69.0,Italy,Milan,Luxury goods,Fashion & Retail,Italy,,False,U,M,Prada,Alberto,,,,1954.0,2.0,21.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
1312,2300,Marina Prada,77.0,Italy,Milan,Luxury goods,Fashion & Retail,Italy,,False,U,F,Prada,Marina,,,,1945.0,7.0,14.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
1312,2300,Filiz Sahenk,56.0,Turkey,Istanbul,Diversified,Diversified,Turkey,,False,U,F,Sahenk,Filiz,,,,1967.0,2.0,14.0,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
1312,2300,Richard Sands,72.0,United States,Delray Beach,Liquor,Food & Beverage,United States,,False,Split Family Fortune,M,Sands,Richard,,Florida,South,1951.0,3.0,3.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1312,2300,Stephan Schmidheiny,75.0,Switzerland,Hurden,Investments,Finance & Investments,Switzerland,,False,E,M,Schmidheiny,Stephan,,,,1947.0,10.0,29.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
1312,2300,Alberto Siccardi & family,78.0,Switzerland,Lugano,Medical devices,Healthcare,Switzerland,,False,D,M,Siccardi,Alberto,,,,1944.0,5.0,1.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
1312,2300,Stefan Soloviev,47.0,United States,Delray Beach,"Real estate, grains",Real Estate,United States,,False,N,M,Soloviev,Stefan,,Florida,South,1975.0,5.0,21.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1312,2300,Tang Yiu,89.0,Hong Kong,Hong Kong,Fashion retail,Fashion & Retail,Hong Kong,,True,D,M,Tang,Yiu,,,,1934.0,4.0,1.0,,,,,,,,,,,
1312,2300,Tian Ming,69.0,China,Hefei,Measuring instruments,Technology,China,,True,U,M,Tian,Ming,,,,1953.0,12.0,20.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1312,2300,T.Y. Tsai,70.0,Taiwan,Taipei,Finance,Finance & Investments,Taiwan,,False,D,M,Tsai,T.Y.,,,,1953.0,1.0,1.0,,,,,,,,,,,
1312,2300,Jayshree Ullal,62.0,United States,Saratoga,Computer networking,Technology,United States,Arista,True,U,F,Ullal,Jayshree,CEO,California,West,1961.0,3.0,27.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1312,2300,Georg von Opel,56.0,United Kingdom,London,"Real estate, investments",Finance & Investments,Switzerland,,False,U,M,von Opel,Georg,,,,1966.0,5.0,4.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
1312,2300,Lang Walker,77.0,Australia,Sydney,Real estate,Real Estate,Australia,,True,U,M,Walker,Lang,,,,1945.0,7.0,5.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
1312,2300,Xicheng Wang & family,74.0,China,Zhaoyuan,Tires,Manufacturing,China,,True,D,M,Wang,Xicheng,,,,1948.0,11.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1312,2300,Wang Zhenhua,61.0,China,Shanghai,Real estate,Real Estate,China,,True,D,M,Wang,Zhenhua,,,,1962.0,3.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1312,2300,Paul-Heinz Wesjohann & family,79.0,Germany,Rechterfeld,Chicken processing,Food & Beverage,Germany,,True,D,M,Wesjohann,Paul-Heinz,,,,1943.0,5.0,25.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
1312,2300,Xie Bingkun & family,56.0,China,Fuzhou,Pearlescent pigments,Fashion & Retail,China,,True,U,M,Xie,Bingkun,,,,1966.0,8.0,25.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1312,2300,Xu Shugen,57.0,China,Hangzhou,"Construction, mining machinery",Manufacturing,China,,True,U,M,Xu,Shugen,,,,1965.0,6.0,12.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1312,2300,Christoph Zeller,65.0,Liechtenstein,Vaduz,Dental materials,Healthcare,Liechtenstein,,False,E,M,Zeller,Christoph,,,,1957.0,5.0,4.0,,,"$6,552,858,739 ",35.6,104.7,83.0,,21.6,38019.0,47.1410392,9.520935
1312,2300,Zhang Jingzhang & family,87.0,China,Ningbo,Precision machinery,Manufacturing,China,,True,U,M,Zhang,Jingzhang,,,,1936.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1368,2200,George Argyros & family,86.0,United States,Newport Beach,"Real estate, investments",Real Estate,United States,Arnel & Affiliates,True,D,M,Argyros,George,Investor,California,West,1937.0,2.0,4.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1368,2200,Brian Armstrong,40.0,United States,San Francisco,Cryptocurrency,Finance & Investments,United States,,True,D,M,Armstrong,Brian,,California,West,1983.0,1.0,25.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1368,2200,Albert Avdolyan,52.0,Russia,Moscow,"Oil, mining",Energy,Russia,,True,R,M,Avdolyan,Albert,,,,1970.0,11.0,8.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
1368,2200,Sezai Bacaksiz,73.0,Turkey,Ankara,Diversified,Diversified,Turkey,,True,U,M,Bacaksiz,Sezai,,,,1949.0,7.0,27.0,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
1368,2200,Aneel Bhusri,57.0,United States,San Francisco,Business software,Technology,United States,Workday,True,D,M,Bhusri,Aneel,Investor,California,West,1966.0,2.0,4.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1368,2200,Brett Blundy,63.0,Bahamas,Paradise Island,"Retail, agribusiness",Fashion & Retail,Australia,,True,E,M,Blundy,Brett,,,,1960.0,1.0,17.0,,,,,,,,,,,
1368,2200,J. Hyatt Brown,85.0,United States,Ormond Beach,Insurance,Finance & Investments,United States,,False,D,M,Brown,J. Hyatt,,Florida,South,1937.0,7.0,12.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1368,2200,Chen Jinxia,55.0,China,Shanghai,Investments,Finance & Investments,China,,False,D,F,Chen,Jinxia,,,,1968.0,3.0,28.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1368,2200,Chen Xueli,71.0,China,Weihai,Pharmaceuticals,Healthcare,China,,True,U,M,Chen,Xueli,,,,1951.0,10.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1368,2200,Dermot Desmond,72.0,Ireland,Dublin,Finance,Finance & Investments,Ireland,,True,U,M,Desmond,Dermot,,,,1950.0,7.0,1.0,,,,,,,,,,,
1368,2200,Dong Wei,52.0,China,Lianyungang,Pharmaceuticals,Healthcare,China,,True,D,M,Dong,Wei,,,,1971.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1368,2200,Tom Ford,61.0,United States,Los Angeles,Fashion,Fashion & Retail,United States,,True,N,M,Ford,Tom,,California,West,1961.0,8.0,27.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1368,2200,Fu Guangming & family,69.0,China,Nanping,Poultry,Food & Beverage,China,,True,U,M,Fu,Guangming,,,,1953.0,10.0,2.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1368,2200,Noam Gottesman,61.0,United States,New York,Hedge funds,Finance & Investments,United States,TOMS Capital,True,D,M,Gottesman,Noam,Chief Executive Officer,New York,Northeast,1961.0,5.0,24.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1368,2200,Jeffrey Gundlach,64.0,United States,Los Angeles,Investments,Finance & Investments,United States,DoubleLine Capital,True,E,M,Gundlach,Jeffrey,CEO,California,West,1959.0,1.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1368,2200,Hao Hong,67.0,China,Tianjin,Pharmaceuticals,Healthcare,United States,,True,D,M,Hao,Hong,,,,1956.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1368,2200,Shmuel Harlap,78.0,Israel,Tel Aviv,Automotive,Automotive,Israel,,False,U,M,Harlap,Shmuel,,,,1944.0,11.0,13.0,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612
1368,2200,Hans-Werner Hector,83.0,Germany,Weinheim,SAP,Technology,Germany,,True,D,M,Hector,Hans-Werner,,,,1940.0,1.0,17.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
1368,2200,Lutz Mario Helmig & family,76.0,Germany,Grebenhain,Hospitals,Healthcare,Germany,,True,U,M,Helmig,Lutz Mario,,,,1946.0,8.0,29.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
1368,2200,Chulong Huang,64.0,China,Shenzhen,Real estate,Real Estate,Canada,,True,D,M,Huang,Chulong,,,,1959.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1368,2200,Thomas James,80.0,United States,Saint Petersburg,Finance,Finance & Investments,United States,,False,U,M,James,Thomas,,Florida,South,1942.0,5.0,10.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1368,2200,James Jannard,73.0,United States,San Juan Islands,Sunglasses,Fashion & Retail,United States,,True,D,M,Jannard,James,,Washington,West,1949.0,6.0,8.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1368,2200,Willis Johnson,75.0,United States,Franklin,Damaged cars,Automotive,United States,,True,U,M,Johnson,Willis,,Tennessee,South,1947.0,5.0,26.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1368,2200,Lai Shixian,48.0,China,Quanzhou,Sports apparel,Fashion & Retail,China,,True,U,M,Lai,Shixian,,,,1975.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1368,2200,Chris Larsen,62.0,United States,San Francisco,Cryptocurrency,Finance & Investments,United States,,True,D,M,Larsen,Chris,,California,West,1960.0,6.0,15.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1368,2200,Solomon Lew,78.0,Australia,Melbourne,Retail,Fashion & Retail,Australia,,True,D,M,Lew,Solomon,,,,1945.0,3.0,22.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
1368,2200,Liang Xinjun,54.0,Singapore,Singapore,Conglomerate,Diversified,Singapore,,True,E,M,Liang,Xinjun,,,,1968.0,10.0,1.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
1368,2200,Harald Link,68.0,Thailand,Bangkok,Diversified,Diversified,Thailand,,False,U,M,Link,Harald,,,,1955.0,1.0,12.0,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
1368,2200,Max Lytvyn,43.0,United States,San Francisco,Software,Technology,Canada,,True,D,M,Lytvyn,Max,,California,West,1980.0,1.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1368,2200,Igor Makarov,60.0,United States,Miami,Investments,Energy,Cyprus,,True,U,M,Makarov,Igor,,Florida,South,1962.0,4.0,15.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1368,2200,Howard Marks,76.0,United States,New York,Private equity,Finance & Investments,United States,Oaktree Capital Group LLC,True,E,M,Marks,Howard,Chairman,New York,Northeast,1946.0,4.0,23.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1368,2200,Charles Munger,99.0,United States,Los Angeles,Berkshire Hathaway,Finance & Investments,United States,Berkshire Hathaway Inc. (Cl A),True,D,M,Munger,Charles,Vice Chairman,California,West,1924.0,1.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1368,2200,Adam Neumann,44.0,United States,Miami,WeWork,Real Estate,Israel,,True,U,M,Neumann,Adam,,Florida,South,1979.0,4.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1368,2200,Thi Phuong Thao Nguyen,52.0,Vietnam,Ho Chi Minh City,Airlines,Diversified,Vietnam,Sovico Holdings,True,D,F,Nguyen,Thi Phuong Thao,Cofounder and Chairman,,,1970.0,6.0,7.0,163.52,2.8,"$261,921,244,843 ",28.5,110.6,75.3,19.1,37.6,96462106.0,14.058324,108.277199
1368,2200,Ni Yongpei & family,71.0,China,Liuan,Beverages,Food & Beverage,China,,True,D,M,Ni,Yongpei,,,,1952.0,1.0,23.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1368,2200,Heloise Pratt,60.0,Australia,Melbourne,"Manufacturing, investment",Manufacturing,Australia,,False,D,F,Pratt,Heloise,,,,1962.0,9.0,13.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
1368,2200,Qi Xiangdong,52.0,China,Beijing,Software,Technology,China,,True,U,M,Qi,Xiangdong,,,,1970.0,10.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1368,2200,Phillip T. (Terry) Ragon,73.0,United States,Boston,Health IT,Technology,United States,,True,U,M,Ragon,Phillip T. (Terry),,Massachusetts,Northeast,1949.0,6.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1368,2200,Prathap Reddy,91.0,India,Chennai,Healthcare,Healthcare,India,,True,D,M,Reddy,Prathap,,,,1932.0,2.0,5.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1368,2200,Jerry Reinsdorf,87.0,United States,Chicago,Sports teams,Sports,United States,,True,U,M,Reinsdorf,Jerry,,Illinois,Midwest,1936.0,2.0,25.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1368,2200,Chad Richison,52.0,United States,Edmond,Payroll processing,Technology,United States,,True,D,M,Richison,Chad,,Oklahoma,South,1970.0,10.0,10.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1368,2200,"Karl Scheufele, III. & family",84.0,Switzerland,Geneva,Jewelry,Fashion & Retail,Switzerland,,True,U,M,Scheufele,Karl,,,,1939.0,1.0,1.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
